Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,702381,-,-,-,32.77,-96.78,-6,135,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo
2019,1,1,0,30,0,0,0,2.3000000000000003,2.9000000000000004,1003,95.87,352,5.1000000000000005,0.18
2019,1,1,1,30,0,0,0,1.2000000000000002,1.8,1004,96,357,5.6000000000000005,0.18
2019,1,1,2,30,0,0,0,-0.30000000000000004,0.8,1004,92.49,181,5.5,0.18
2019,1,1,3,30,0,0,0,-1.6,0.2,1004,87.64,1,5.2,0.18
2019,1,1,4,30,0,0,0,-2.5,-0.1,1005,83.88,180,4.9,0.18
2019,1,1,5,30,0,0,0,-3.1,-0.4,1005,81.88,359,4.800000000000001,0.18
2019,1,1,6,30,0,0,0,-3.6,-0.6000000000000001,1007,80.12,359,4.800000000000001,0.18
2019,1,1,7,30,6,50,6,-4.1000000000000005,-0.2,1008,75.18,359,5.1000000000000005,0.18
2019,1,1,8,30,45,484,130,-4.2,0.9,1009,68.57000000000001,181,5.5,0.18
2019,1,1,9,30,122,71,146,-4.1000000000000005,2.3000000000000003,1010,62.76,3,5.6000000000000005,0.18
2019,1,1,10,30,114,5,116,-3.1,3.8000000000000003,1010,60.69,3,5.2,0.18
2019,1,1,11,30,161,3,163,-1.9000000000000001,5.2,1008,60.14,5,4.9,0.18
2019,1,1,12,30,250,89,300,-0.8,6.2,1007,60.660000000000004,8,4.6000000000000005,0.18
2019,1,1,13,30,240,179,336,0,6.800000000000001,1006,62.11,12,4.3,0.18
2019,1,1,14,30,141,25,153,0.7000000000000001,6.7,1006,65.65,14,3.9000000000000004,0.18
2019,1,1,15,30,130,203,199,1.1,5.9,1006,71.08,14,3.5,0.18
2019,1,1,16,30,55,2,55,1.2000000000000002,4.800000000000001,1006,77.63,10,3.1,0.18
2019,1,1,17,30,3,3,3,1.3,4.2,1007,81.25,6,2.9000000000000004,0.18
2019,1,1,18,30,0,0,0,0.9,3.1,1008,85.76,358,3.6,0.18
2019,1,1,19,30,0,0,0,0.5,2.4000000000000004,1008,87.35000000000001,358,3.8000000000000003,0.18
2019,1,1,20,30,0,0,0,-0.1,1.8,1008,87.18,180,3.9000000000000004,0.18
2019,1,1,21,30,0,0,0,-0.6000000000000001,1.4000000000000001,1008,86.43,1,3.9000000000000004,0.18
2019,1,1,22,30,0,0,0,-1,1.2000000000000002,1008,85.02,3,3.9000000000000004,0.18
2019,1,1,23,30,0,0,0,-1.4000000000000001,0.9,1008,84.51,3,3.8000000000000003,0.18
2019,1,2,0,30,0,0,0,-1.7000000000000002,0.7000000000000001,1008,83.99,2,3.7,0.18
2019,1,2,1,30,0,0,0,-1.9000000000000001,0.5,1008,83.66,2,3.5,0.18
2019,1,2,2,30,0,0,0,-2.2,0.30000000000000004,1007,83.60000000000001,3,3.4000000000000004,0.18
2019,1,2,3,30,0,0,0,-2.3000000000000003,0.1,1007,84.10000000000001,177,3.6,0.18
2019,1,2,4,30,0,0,0,-2.4000000000000004,-0.1,1007,84.61,178,3.4000000000000004,0.18
2019,1,2,5,30,0,0,0,-2.3000000000000003,-0.2,1007,85.84,12,2.7,0.18
2019,1,2,6,30,0,0,0,-2.1,-0.2,1007,87.01,17,2.7,0.18
2019,1,2,7,30,1,0,1,-1.9000000000000001,0,1007,86.79,8,3.2,0.18
2019,1,2,8,30,8,0,8,-1.5,0.4,1008,86.83,4,3.7,0.18
2019,1,2,9,30,14,0,14,-1.1,0.9,1008,86.67,7,3.6,0.18
2019,1,2,10,30,25,0,25,-0.5,1.5,1007,86.75,13,3.1,0.18
2019,1,2,11,30,30,0,30,0.2,2,1005,87.58,18,2.7,0.18
2019,1,2,12,30,36,0,36,0.6000000000000001,2.3000000000000003,1004,88.78,23,2.7,0.18
2019,1,2,13,30,43,0,43,0.9,2.5,1002,89.44,28,2.8000000000000003,0.18
2019,1,2,14,30,30,0,30,1.2000000000000002,2.6,1002,90.61,33,2.7,0.18
2019,1,2,15,30,29,0,29,1.4000000000000001,2.5,1002,92.16,30,2.4000000000000004,0.18
2019,1,2,16,30,24,0,24,1.5,2.3000000000000003,1002,94.15,13,2.3000000000000003,0.18
2019,1,2,17,30,3,3,3,1.4000000000000001,2.1,1002,95.33,2,2.3000000000000003,0.18
2019,1,2,18,30,0,0,0,1.3,1.9000000000000001,1003,95.73,178,3.1,0.18
2019,1,2,19,30,0,0,0,1.1,1.7000000000000002,1003,95.81,5,3.2,0.18
2019,1,2,20,30,0,0,0,0.9,1.7000000000000002,1003,94.53,15,3,0.18
2019,1,2,21,30,0,0,0,0.8,1.6,1003,94.61,23,2.5,0.18
2019,1,2,22,30,0,0,0,0.8,1.6,1002,94.61,27,2.2,0.18
2019,1,2,23,30,0,0,0,0.9,1.7000000000000002,1002,94.48,28,2,0.18
2019,1,3,0,30,0,0,0,1,1.8,1002,94.52,26,1.9000000000000001,0.18
2019,1,3,1,30,0,0,0,1.1,1.9000000000000001,1001,94.54,17,1.8,0.18
2019,1,3,2,30,0,0,0,1.2000000000000002,1.8,1001,95.8,7,2,0.18
2019,1,3,3,30,0,0,0,1.2000000000000002,1.9000000000000001,1000,95.37,3,2.2,0.18
2019,1,3,4,30,0,0,0,1.3,1.9000000000000001,999,95.71000000000001,179,2.4000000000000004,0.18
2019,1,3,5,30,0,0,0,1.3,1.9000000000000001,999,95.98,348,2.5,0.18
2019,1,3,6,30,0,0,0,1.3,1.8,1000,96.66,342,2.4000000000000004,0.18
2019,1,3,7,30,1,1,1,1.2000000000000002,1.8,1001,95.78,347,2.4000000000000004,0.18
2019,1,3,8,30,12,0,12,1.2000000000000002,1.9000000000000001,1001,94.94,175,2.4000000000000004,0.18
2019,1,3,9,30,29,0,29,1.3,2.3000000000000003,1000,93.17,180,2.2,0.18
2019,1,3,10,30,65,0,65,1.6,2.9000000000000004,1000,91.22,354,2,0.18
2019,1,3,11,30,72,0,72,2,3.7,998,88.91,337,2,0.18
2019,1,3,12,30,176,10,182,2.4000000000000004,4.4,997,87.06,314,2.2,0.18
2019,1,3,13,30,146,4,148,2.6,4.6000000000000005,997,86.64,298,2.6,0.18
2019,1,3,14,30,114,1,114,2.4000000000000004,4.4,997,86.92,293,2.9000000000000004,0.18
2019,1,3,15,30,56,0,56,2.2,4.1000000000000005,997,87.2,293,2.9000000000000004,0.18
2019,1,3,16,30,22,0,22,2,3.4000000000000004,997,90.48,294,2.6,0.18
2019,1,3,17,30,3,2,3,1.6,2.9000000000000004,997,91.10000000000001,295,2.4000000000000004,0.18
2019,1,3,18,30,0,0,0,0.8,1.4000000000000001,998,96.10000000000001,295,2.4000000000000004,0.18
2019,1,3,19,30,0,0,0,0.1,0.5,997,96.88,294,2.4000000000000004,0.18
2019,1,3,20,30,0,0,0,-0.5,0,997,96.72,290,2.5,0.18
2019,1,3,21,30,0,0,0,-0.8,-0.30000000000000004,997,96.76,285,2.5,0.18
2019,1,3,22,30,0,0,0,-1,-0.5,997,96.52,282,2.6,0.18
2019,1,3,23,30,0,0,0,-1.2000000000000002,-0.7000000000000001,996,96.62,282,2.7,0.18
2019,1,4,0,30,0,0,0,-1.3,-0.9,996,96.88,282,2.9000000000000004,0.18
2019,1,4,1,30,0,0,0,-1.5,-1.1,996,97.12,284,3.1,0.18
2019,1,4,2,30,0,0,0,-1.7000000000000002,-1.3,996,97.36,286,3.2,0.18
2019,1,4,3,30,0,0,0,-1.8,-1.4000000000000001,996,97.11,286,3,0.18
2019,1,4,4,30,0,0,0,-1.9000000000000001,-1.1,997,94.35000000000001,288,3,0.18
2019,1,4,5,30,0,0,0,-1.7000000000000002,-0.4,997,91.13,292,3.5,0.18
2019,1,4,6,30,0,0,0,-1.1,0.2,998,91.18,295,3.9000000000000004,0.18
2019,1,4,7,30,7,59,6,-0.9,0.9,998,87.56,294,3.9000000000000004,0.18
2019,1,4,8,30,43,580,144,-0.2,2.6,999,81.5,294,3.8000000000000003,0.18
2019,1,4,9,30,57,787,321,0.8,4.9,999,74.66,298,3.6,0.18
2019,1,4,10,30,63,882,469,1.6,7.4,999,66.5,302,3.6,0.18
2019,1,4,11,30,68,926,567,2.3000000000000003,9.4,998,61.39,301,3.5,0.18
2019,1,4,12,30,70,938,602,3.1,11,997,58.38,298,3.3000000000000003,0.18
2019,1,4,13,30,68,933,574,4.1000000000000005,12.100000000000001,997,58.04,291,3.1,0.18
2019,1,4,14,30,66,890,482,4.9,12.600000000000001,998,59.6,284,2.8000000000000003,0.18
2019,1,4,15,30,60,806,338,5.6000000000000005,12,998,65.08,279,1.8,0.18
2019,1,4,16,30,43,636,162,7.6000000000000005,10.200000000000001,998,83.85000000000001,275,1.2000000000000002,0.18
2019,1,4,17,30,10,116,11,4.3,9.200000000000001,998,71.25,273,1.2000000000000002,0.18
2019,1,4,18,30,0,0,0,3.3000000000000003,9,999,67.47,257,1.1,0.18
2019,1,4,19,30,0,0,0,3,8.5,999,68.14,239,1.2000000000000002,0.18
2019,1,4,20,30,0,0,0,2.8000000000000003,7.300000000000001,1000,73.06,225,1.4000000000000001,0.18
2019,1,4,21,30,0,0,0,2.8000000000000003,5.9,1000,80.54,221,1.5,0.18
2019,1,4,22,30,0,0,0,2.9000000000000004,4.800000000000001,1000,87.73,222,1.5,0.18
2019,1,4,23,30,0,0,0,3,4,1000,93.34,225,1.5,0.18
2019,1,5,0,30,0,0,0,2.9000000000000004,3.4000000000000004,1000,96.72,229,1.5,0.18
2019,1,5,1,30,0,0,0,2.6,3,1000,97.29,233,1.4000000000000001,0.18
2019,1,5,2,30,0,0,0,2.2,2.7,1000,96.37,238,1.4000000000000001,0.18
2019,1,5,3,30,0,0,0,1.8,2.7,1000,93.55,245,1.4000000000000001,0.18
2019,1,5,4,30,0,0,0,1.4000000000000001,2.7,1000,91.29,255,1.3,0.18
2019,1,5,5,30,0,0,0,1.2000000000000002,2.6,1001,90.43,267,1.3,0.18
2019,1,5,6,30,0,0,0,1,2.4000000000000004,1001,90.63,279,1.2000000000000002,0.18
2019,1,5,7,30,7,76,6,1,3.7,1002,82.66,288,1.3,0.18
2019,1,5,8,30,39,640,151,2.9000000000000004,6.300000000000001,1003,78.73,293,1.4000000000000001,0.18
2019,1,5,9,30,54,829,332,3.6,8.8,1003,69.96000000000001,278,1.1,0.18
2019,1,5,10,30,62,913,482,5.2,11.700000000000001,1003,64.46000000000001,227,0.9,0.18
2019,1,5,11,30,67,949,580,5.9,14.3,1002,57.14,188,1.4000000000000001,0.18
2019,1,5,12,30,71,958,616,6.2,16.1,1001,51.69,183,2,0.18
2019,1,5,13,30,70,947,586,7.5,17.2,1000,52.94,184,2.3000000000000003,0.18
2019,1,5,14,30,68,905,493,8.200000000000001,17.6,1000,53.99,186,2.2,0.18
2019,1,5,15,30,62,815,346,9.8,16.2,1000,65.62,185,1.7000000000000002,0.18
2019,1,5,16,30,45,633,165,11.100000000000001,13.100000000000001,1000,87.79,180,1.5,0.18
2019,1,5,17,30,10,110,11,7.7,11.3,1000,78.55,177,1.6,0.18
2019,1,5,18,30,0,0,0,6.9,9.8,1001,82.15,177,1.8,0.18
2019,1,5,19,30,0,0,0,6.6000000000000005,9.200000000000001,1001,83.87,179,2,0.18
2019,1,5,20,30,0,0,0,6.4,8.8,1001,84.84,184,2.3000000000000003,0.18
2019,1,5,21,30,0,0,0,6.2,8.3,1001,86.85000000000001,189,2.6,0.18
2019,1,5,22,30,0,0,0,6,7.6000000000000005,1001,89.81,194,2.7,0.18
2019,1,5,23,30,0,0,0,5.800000000000001,6.9,1001,92.92,196,2.7,0.18
2019,1,6,0,30,0,0,0,5.7,6.300000000000001,1001,96.10000000000001,196,2.7,0.18
2019,1,6,1,30,0,0,0,5.6000000000000005,5.9,1001,97.95,196,2.7,0.18
2019,1,6,2,30,0,0,0,5.5,5.5,1001,99.95,197,2.6,0.18
2019,1,6,3,30,0,0,0,5,5,1001,100,199,2.4000000000000004,0.18
2019,1,6,4,30,0,0,0,4.6000000000000005,4.6000000000000005,1000,100,198,2.3000000000000003,0.18
2019,1,6,5,30,0,0,0,4.4,4.4,1000,100,197,2.4000000000000004,0.18
2019,1,6,6,30,0,0,0,4.5,4.5,1001,99.75,196,2.5,0.18
2019,1,6,7,30,4,19,4,4.5,5.7,1001,92.27,194,3.2,0.18
2019,1,6,8,30,56,337,115,5.7,7.9,1001,86.24,188,3.8000000000000003,0.18
2019,1,6,9,30,97,532,276,7.4,10.5,1001,81.31,180,4.1000000000000005,0.18
2019,1,6,10,30,124,629,414,9.1,13,1001,77.39,179,4.6000000000000005,0.18
2019,1,6,11,30,227,220,346,10.3,14.9,1000,73.85000000000001,183,4.9,0.18
2019,1,6,12,30,112,789,562,10.8,15.8,999,72.24,183,4.9,0.18
2019,1,6,13,30,83,865,556,11.4,16.1,998,73.51,178,4.800000000000001,0.18
2019,1,6,14,30,162,462,380,11.9,15.9,997,77.23,174,4.6000000000000005,0.18
2019,1,6,15,30,128,236,211,12.5,15.4,997,82.63,171,4.4,0.18
2019,1,6,16,30,73,158,103,12.9,14.4,997,90.92,169,3.9000000000000004,0.18
2019,1,6,17,30,9,69,10,13.100000000000001,13.700000000000001,997,95.86,168,3.6,0.18
2019,1,6,18,30,0,0,0,13.100000000000001,13.100000000000001,996,100,164,3.8000000000000003,0.18
2019,1,6,19,30,0,0,0,13.3,13.3,996,100,168,4.2,0.18
2019,1,6,20,30,0,0,0,13.600000000000001,13.9,996,98.22,176,5.1000000000000005,0.18
2019,1,6,21,30,0,0,0,13.9,14.4,996,96.83,183,5.5,0.18
2019,1,6,22,30,0,0,0,14,14.3,996,98.08,185,5.2,0.18
2019,1,6,23,30,0,0,0,14,14,997,99.79,189,4.6000000000000005,0.18
2019,1,7,0,30,0,0,0,13.8,13.9,997,99.36,197,4.2,0.18
2019,1,7,1,30,0,0,0,13.8,14,998,98.55,203,4.2,0.18
2019,1,7,2,30,0,0,0,13.8,14.100000000000001,997,98.01,203,4.3,0.18
2019,1,7,3,30,0,0,0,13.8,14.200000000000001,997,97.66,203,4.5,0.18
2019,1,7,4,30,0,0,0,13.9,14.200000000000001,997,97.84,206,4.5,0.18
2019,1,7,5,30,0,0,0,13.9,14.3,998,97.4,210,4.4,0.18
2019,1,7,6,30,0,0,0,13.9,14.200000000000001,998,98.01,216,4.2,0.18
2019,1,7,7,30,4,24,4,13.8,14.5,999,95.78,223,4.1000000000000005,0.18
2019,1,7,8,30,63,212,100,14.200000000000001,15.700000000000001,999,90.97,231,4.2,0.18
2019,1,7,9,30,111,412,250,15,17.6,1000,84.51,241,4.2,0.18
2019,1,7,10,30,89,772,446,15,19.3,999,76.09,255,4.1000000000000005,0.18
2019,1,7,11,30,85,876,560,12.9,20.1,998,63.160000000000004,265,3.8000000000000003,0.18
2019,1,7,12,30,70,961,620,10.700000000000001,19.900000000000002,998,55.4,265,3.6,0.18
2019,1,7,13,30,86,888,573,10.200000000000001,19,997,56.49,264,3.2,0.18
2019,1,7,14,30,134,585,411,11.100000000000001,17.900000000000002,998,64.34,261,2.7,0.18
2019,1,7,15,30,99,515,281,12,16.7,998,73.92,253,2.2,0.18
2019,1,7,16,30,65,290,121,12.3,14.600000000000001,998,86.03,244,1.8,0.18
2019,1,7,17,30,9,67,10,10.600000000000001,13.3,998,83.85000000000001,241,1.8,0.18
2019,1,7,18,30,0,0,0,9.9,12,999,86.74,240,2.2,0.18
2019,1,7,19,30,0,0,0,9.200000000000001,11.4,999,86.54,238,2.3000000000000003,0.18
2019,1,7,20,30,0,0,0,8.4,10.9,999,84.66,236,2.5,0.18
2019,1,7,21,30,0,0,0,7.800000000000001,10.4,999,83.67,235,2.8000000000000003,0.18
2019,1,7,22,30,0,0,0,7.4,10,999,83.78,238,2.8000000000000003,0.18
2019,1,7,23,30,0,0,0,7.2,9.5,999,85.76,242,2.7,0.18
2019,1,8,0,30,0,0,0,7.2,9,1000,88.57000000000001,250,2.6,0.18
2019,1,8,1,30,0,0,0,7.2,8.5,1000,91.69,260,2.4000000000000004,0.18
2019,1,8,2,30,0,0,0,7.300000000000001,7.9,1000,96.13,271,2.3000000000000003,0.18
2019,1,8,3,30,0,0,0,7.5,7.5,1001,99.72,278,2.3000000000000003,0.18
2019,1,8,4,30,0,0,0,7.1000000000000005,7.1000000000000005,1001,100,284,2.4000000000000004,0.18
2019,1,8,5,30,0,0,0,6.9,6.9,1002,100,292,2.6,0.18
2019,1,8,6,30,0,0,0,7.1000000000000005,7.1000000000000005,1003,100,304,2.9000000000000004,0.18
2019,1,8,7,30,4,31,4,6.9,8,1004,92.89,322,3.4000000000000004,0.18
2019,1,8,8,30,66,104,84,6.5,9.600000000000001,1005,81.16,344,3.7,0.18
2019,1,8,9,30,135,183,197,6.6000000000000005,11.700000000000001,1006,71.09,190,4.5,0.18
2019,1,8,10,30,192,285,324,6.4,13.8,1006,60.980000000000004,29,5.5,0.18
2019,1,8,11,30,204,439,443,6.1000000000000005,15.100000000000001,1006,54.77,35,5.6000000000000005,0.18
2019,1,8,12,30,224,419,465,6,15.9,1006,51.85,34,5.2,0.18
2019,1,8,13,30,192,476,454,6.1000000000000005,16.2,1006,51.17,30,4.800000000000001,0.18
2019,1,8,14,30,65,905,496,6.2,16.1,1006,51.84,25,4.5,0.18
2019,1,8,15,30,59,811,348,6.5,15,1007,56.910000000000004,19,3.9000000000000004,0.18
2019,1,8,16,30,55,436,141,7.2,12.5,1008,70.21000000000001,12,3.1,0.18
2019,1,8,17,30,12,139,14,6.6000000000000005,10.8,1008,75.12,9,2.8000000000000003,0.18
2019,1,8,18,30,0,0,0,5.6000000000000005,9.5,1009,76.77,7,3.5,0.18
2019,1,8,19,30,0,0,0,5.1000000000000005,9,1010,76.32000000000001,6,3.6,0.18
2019,1,8,20,30,0,0,0,4.800000000000001,8.700000000000001,1011,76.42,5,3.6,0.18
2019,1,8,21,30,0,0,0,4.7,8.3,1011,77.83,6,3.7,0.18
2019,1,8,22,30,0,0,0,4.6000000000000005,7.800000000000001,1012,80.08,7,3.7,0.18
2019,1,8,23,30,0,0,0,4.4,7.4,1012,81.53,8,3.7,0.18
2019,1,9,0,30,0,0,0,4.3,6.9,1013,83.24,11,3.7,0.18
2019,1,9,1,30,0,0,0,4,6.4,1013,84.51,14,3.6,0.18
2019,1,9,2,30,0,0,0,3.7,5.9,1014,85.48,15,3.5,0.18
2019,1,9,3,30,0,0,0,3.2,5.4,1014,86.02,15,3.4000000000000004,0.18
2019,1,9,4,30,0,0,0,2.8000000000000003,4.9,1014,86.49,15,3,0.18
2019,1,9,5,30,0,0,0,2.4000000000000004,4.4,1015,87.11,14,2.8000000000000003,0.18
2019,1,9,6,30,0,0,0,2.1,4.1000000000000005,1015,86.67,13,2.7,0.18
2019,1,9,7,30,4,32,4,1.8,4.5,1016,82.65,11,2.9000000000000004,0.18
2019,1,9,8,30,61,154,88,1.7000000000000002,5.9,1017,74.4,10,3.1,0.18
2019,1,9,9,30,117,368,241,2.3000000000000003,8.4,1017,65.32000000000001,24,3.3000000000000003,0.18
2019,1,9,10,30,67,890,480,0.30000000000000004,11.100000000000001,1017,47.25,45,3.9000000000000004,0.18
2019,1,9,11,30,67,947,584,-1.9000000000000001,12.600000000000001,1015,36.42,53,4,0.18
2019,1,9,12,30,71,953,620,-1.7000000000000002,13.4,1014,35.050000000000004,51,3.6,0.18
2019,1,9,13,30,69,943,591,-1.1,13.700000000000001,1013,35.95,45,3.2,0.18
2019,1,9,14,30,68,899,499,-0.6000000000000001,13.600000000000001,1013,37.5,36,2.8000000000000003,0.18
2019,1,9,15,30,63,808,353,-0.1,12.600000000000001,1013,41.58,29,2,0.18
2019,1,9,16,30,47,634,174,4.2,10.100000000000001,1012,66.69,26,1.3,0.18
2019,1,9,17,30,13,146,16,3.4000000000000004,8.4,1012,70.67,27,1.2000000000000002,0.18
2019,1,9,18,30,0,0,0,2.2,7,1012,71.69,33,1.3,0.18
2019,1,9,19,30,0,0,0,1.8,6.7,1012,70.74,37,1.3,0.18
2019,1,9,20,30,0,0,0,1.2000000000000002,6.4,1012,69.15,40,1.3,0.18
2019,1,9,21,30,0,0,0,0.9,5.9,1012,70.43,47,1.2000000000000002,0.18
2019,1,9,22,30,0,0,0,1,5.5,1011,72.68,57,1.2000000000000002,0.18
2019,1,9,23,30,0,0,0,1.5,5.2,1011,76.76,68,1.2000000000000002,0.18
2019,1,10,0,30,0,0,0,1.7000000000000002,4.800000000000001,1011,80.14,75,1.3,0.18
2019,1,10,1,30,0,0,0,1.5,4.1000000000000005,1011,83.36,78,1.3,0.18
2019,1,10,2,30,0,0,0,0.30000000000000004,3.3000000000000003,1011,80.52,80,1.2000000000000002,0.18
2019,1,10,3,30,0,0,0,-0.4,2.8000000000000003,1010,79.45,84,1.2000000000000002,0.18
2019,1,10,4,30,0,0,0,0.1,2.9000000000000004,1010,81.61,92,1.2000000000000002,0.18
2019,1,10,5,30,0,0,0,0.7000000000000001,3.1,1010,84.07000000000001,102,1.2000000000000002,0.18
2019,1,10,6,30,0,0,0,0.7000000000000001,2.8000000000000003,1010,86.02,109,1.2000000000000002,0.18
2019,1,10,7,30,4,27,4,0.7000000000000001,3.8000000000000003,1010,80.25,114,1.7000000000000002,0.18
2019,1,10,8,30,37,219,75,0.9,5.6000000000000005,1010,71.86,121,2.2,0.18
2019,1,10,9,30,38,0,38,1.7000000000000002,7.5,1010,66.49,133,2.4000000000000004,0.18
2019,1,10,10,30,109,3,110,1.5,9.5,1010,57.410000000000004,147,2.9000000000000004,0.18
2019,1,10,11,30,173,7,177,1.1,10.9,1008,50.94,157,3.1,0.18
2019,1,10,12,30,142,3,144,1.6,11.600000000000001,1007,50.24,162,3,0.18
2019,1,10,13,30,114,1,115,2.2,11.8,1006,51.730000000000004,162,3,0.18
2019,1,10,14,30,122,56,149,3,11.4,1005,56.13,159,2.9000000000000004,0.18
2019,1,10,15,30,69,16,75,3.8000000000000003,10.600000000000001,1005,62.85,153,2.5,0.18
2019,1,10,16,30,34,53,45,5.2,9.5,1005,74.71000000000001,148,2.1,0.18
2019,1,10,17,30,6,14,6,5.800000000000001,8.8,1005,81.72,146,1.9000000000000001,0.18
2019,1,10,18,30,0,0,0,5.5,8,1005,84.47,146,2.2,0.18
2019,1,10,19,30,0,0,0,5.4,7.7,1004,85.08,147,2.4000000000000004,0.18
2019,1,10,20,30,0,0,0,5.2,7.5,1004,85.52,147,2.6,0.18
2019,1,10,21,30,0,0,0,5.2,7.300000000000001,1004,86.44,148,2.8000000000000003,0.18
2019,1,10,22,30,0,0,0,5.2,7,1004,88.36,149,2.7,0.18
2019,1,10,23,30,0,0,0,5.2,6.800000000000001,1003,89.60000000000001,147,2.7,0.18
2019,1,11,0,30,0,0,0,5.2,6.6000000000000005,1003,90.88,144,2.8000000000000003,0.18
2019,1,11,1,30,0,0,0,5.2,6.4,1003,91.74,142,3,0.18
2019,1,11,2,30,0,0,0,5.2,6.2,1002,93.21000000000001,137,3,0.18
2019,1,11,3,30,0,0,0,5.2,6.1000000000000005,1002,94.08,133,3.1,0.18
2019,1,11,4,30,0,0,0,5.2,5.9,1002,95.11,132,3.2,0.18
2019,1,11,5,30,0,0,0,5.2,5.800000000000001,1002,95.68,136,3.3000000000000003,0.18
2019,1,11,6,30,0,0,0,5.2,5.800000000000001,1002,95.73,139,3.5,0.18
2019,1,11,7,30,1,1,1,5.2,6.300000000000001,1002,92.5,144,4.2,0.18
2019,1,11,8,30,7,0,7,5.4,7.4,1002,86.84,155,4.9,0.18
2019,1,11,9,30,16,0,16,5.7,8.700000000000001,1002,81.31,162,5,0.18
2019,1,11,10,30,64,0,64,6,9.9,1001,76.45,163,4.9,0.18
2019,1,11,11,30,94,0,94,6.1000000000000005,10.9,1000,72.49,164,4.9,0.18
2019,1,11,12,30,197,24,211,6.4,11.600000000000001,998,70.57000000000001,168,4.800000000000001,0.18
2019,1,11,13,30,190,16,199,7,12,997,71.31,168,4.5,0.18
2019,1,11,14,30,94,0,94,7.7,12,996,74.83,165,4,0.18
2019,1,11,15,30,34,0,34,8.4,11.700000000000001,996,80.32000000000001,160,3.5,0.18
2019,1,11,16,30,50,0,50,8.9,11,996,87.11,155,3,0.18
2019,1,11,17,30,7,7,7,9.200000000000001,10.700000000000001,996,90.46000000000001,154,2.7,0.18
2019,1,11,18,30,0,0,0,9.4,10.3,997,94.42,153,2.4000000000000004,0.18
2019,1,11,19,30,0,0,0,9.600000000000001,10.3,997,95.48,158,2.6,0.18
2019,1,11,20,30,0,0,0,9.8,10.4,997,96.07000000000001,163,3.1,0.18
2019,1,11,21,30,0,0,0,10,10.600000000000001,996,95.95,167,3.8000000000000003,0.18
2019,1,11,22,30,0,0,0,10.200000000000001,10.8,996,95.9,171,4.4,0.18
2019,1,11,23,30,0,0,0,10.5,11.100000000000001,995,95.85000000000001,182,4.5,0.18
2019,1,12,0,30,0,0,0,10.9,11.3,995,97.19,198,4.1000000000000005,0.18
2019,1,12,1,30,0,0,0,11.100000000000001,11.4,995,98.19,220,3.6,0.18
2019,1,12,2,30,0,0,0,11.100000000000001,11.100000000000001,995,100,248,3.8000000000000003,0.18
2019,1,12,3,30,0,0,0,10.200000000000001,10.200000000000001,995,100,271,4.3,0.18
2019,1,12,4,30,0,0,0,8.3,8.3,995,100,281,4.4,0.18
2019,1,12,5,30,0,0,0,6.2,6.4,996,98.29,280,4,0.18
2019,1,12,6,30,0,0,0,4.4,5.300000000000001,997,93.88,277,3.9000000000000004,0.18
2019,1,12,7,30,7,49,6,3.6,5.5,998,87.33,279,4.5,0.18
2019,1,12,8,30,50,543,146,3.5,6.6000000000000005,999,80.84,287,5.800000000000001,0.18
2019,1,12,9,30,75,735,326,2.9000000000000004,7.7,1000,71.60000000000001,296,6.800000000000001,0.18
2019,1,12,10,30,150,491,380,2.7,8.5,1000,66.67,301,7.1000000000000005,0.18
2019,1,12,11,30,117,0,117,2.7,8.8,1000,65.42,305,7.2,0.18
2019,1,12,12,30,135,0,135,2.6,8.9,1000,64.68,309,7.1000000000000005,0.18
2019,1,12,13,30,104,0,104,2.5,9,1001,63.6,314,6.800000000000001,0.18
2019,1,12,14,30,80,0,80,2.3000000000000003,8.8,1001,63.52,317,6.4,0.18
2019,1,12,15,30,69,0,69,2.1,8.3,1002,64.9,320,5.800000000000001,0.18
2019,1,12,16,30,16,0,16,2,7.300000000000001,1003,69.18,323,4.7,0.18
2019,1,12,17,30,2,0,2,2.2,6.6000000000000005,1004,73.72,325,4,0.18
2019,1,12,18,30,0,0,0,2.3000000000000003,4.800000000000001,1006,83.74,328,3.3000000000000003,0.18
